llavemod,llaveviv,llavehog,cve_ent,cvegeo,edad,sexo,sexo_label,escolaridad,cond_disc,cond_disc_label,cond_aee,trab_no_rem_cuid_hog,cuid_esp_int_hog_sin_cp,cuid_int_0a5_sin_cp,cuid_int_6a14_sin_cp,cuid_int_15a59,cuid_int_60mas_sin_cp,trab_merc_pv,bus_trab,fac_per,realiza_cuidado_hogar,realiza_cuidado_especial,realiza_cuidado_0a5,realiza_cuidado_6a14,realiza_cuidado_15a59,realiza_cuidado_60mas,realiza_trabajo_mercado,busca_trabajo
90018301102.0,90018301,900183011,9,9,41,2,Mujer,4.0,2,No tiene discapacidad,1,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,3621,0,0,0,0,0,0,1,0
90988303104.0,90988303,909883031,9,9,31,1,Hombre,3.0,2,No tiene discapacidad,1,17.5,0.0,0.0,7.0,10.5,0.0,40.0,0.0,3353,1,0,0,1,1,0,1,0
90988303105.0,90988303,909883031,9,9,27,2,Mujer,2.0,2,No tiene discapacidad,1,10.08333333333333,0.0,0.0,10.08333333333333,0.0,0.0,48.0,0.0,3275,1,0,0,1,0,0,1,0
91752203101.0,91752203,917522031,9,9,70,1,Hombre,4.0,2,No tiene discapacidad,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2593,0,0,0,0,0,0,0,0
91752205101.0,91752205,917522051,9,9,46,2,Mujer,4.0,2,No tiene discapacidad,1,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,2583,0,0,0,0,0,0,1,0
91752205102.0,91752205,917522051,9,9,24,2,Mujer,4.0,2,No tiene discapacidad,2,0.91666666666666,0.0,0.0,0.0,0.91666666666666,0.0,0.0,3.5,2636,1,0,0,0,1,0,0,1
91764601101.0,91764601,917646011,9,9,61,2,Mujer,4.0,2,No tiene discapacidad,1,5.0,0.0,0.0,0.0,5.0,0.0,40.0,0.0,4361,1,0,0,0,1,0,1,0
91764601102.0,91764601,917646011,9,9,23,1,Hombre,4.0,2,No tiene discapacidad,1,2.5,0.0,0.0,0.0,0.0,2.5,24.0,0.0,4495,1,0,0,0,0,1,1,0
90744104101.0,90744104,907441041,9,9,82,1,Hombre,2.0,2,No tiene discapacidad,1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4790,0,0,0,0,0,0,1,0
90744105101.0,90744105,907441051,9,9,53,1,Hombre,2.0,2,No tiene discapacidad,1,0.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,4667,0,0,0,0,0,0,1,0
90744105102.0,90744105,907441051,9,9,49,2,Mujer,2.0,2,No tiene discapacidad,1,37.41666666666666,26.66666666666666,0.0,0.0,10.75,0.0,39.0,0.0,4586,1,1,0,0,1,0,1,0
90744105103.0,90744105,907441051,9,9,79,1,Hombre,4.0,1,Sí tiene discapacidad,5,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.0,4744,1,1,0,0,0,0,0,0
90744105104.0,90744105,907441051,9,9,68,2,Mujer,2.0,1,Sí tiene discapacidad,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4627,0,0,0,0,0,0,0,0
90744105105.0,90744105,907441051,9,9,19,2,Mujer,3.0,2,No tiene discapacidad,1,8.0,3.83333333333333,0.0,0.0,4.16666666666666,0.0,25.0,0.0,4675,1,1,0,0,1,0,1,0
90744105106.0,90744105,907441051,9,9,15,1,Hombre,2.0,2,No tiene discapacidad,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4691,0,0,0,0,0,0,0,0
90892501103.0,90892501,908925011,9,9,42,1,Hombre,4.0,2,No tiene discapacidad,1,1.83333333333333,0.0,0.0,0.0,0.0,1.83333333333333,20.0,0.0,3809,1,0,0,0,0,1,1,0
91666701101.0,91666701,916667011,9,9,40,1,Hombre,4.0,2,No tiene discapacidad,1,17.16666666666666,0.0,0.0,10.16666666666666,0.0,7.0,40.0,0.0,2670,1,0,0,1,0,1,1,0
91666701102.0,91666701,916667011,9,9,62,2,Mujer,3.0,2,No tiene discapacidad,5,24.5,0.0,0.0,21.0,3.5,0.0,0.0,0.0,2580,1,0,0,1,1,0,0,0
91666702101.0,91666702,916667021,9,9,57,2,Mujer,4.0,2,No tiene discapacidad,1,3.25,0.0,0.0,0.0,3.25,0.0,45.0,0.0,2559,1,0,0,0,1,0,1,0
91666702102.0,91666702,916667021,9,9,48,2,Mujer,4.0,2,No tiene discapacidad,1,3.5,0.0,0.0,0.0,3.5,0.0,58.0,0.0,2579,1,0,0,0,1,0,1,0
91666702103.0,91666702,916667021,9,9,50,1,Hombre,4.0,2,No tiene discapacidad,1,0.91666666666666,0.0,0.0,0.0,0.91666666666666,0.0,70.0,0.0,2625,1,0,0,0,1,0,1,0
91666704101.0,91666704,916667041,9,9,45,1,Hombre,4.0,2,No tiene discapacidad,1,20.5,0.0,17.0,0.0,3.5,0.0,72.0,0.0,2638,1,0,1,0,1,0,1,0
90018301103.0,90018301,900183011,9,9,51,2,Mujer,4.0,2,No tiene discapacidad,1,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,3644,0,0,0,0,0,0,1,0
90018302101.0,90018302,900183021,9,9,57,2,Mujer,2.0,2,No tiene discapacidad,1,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,3586,0,0,0,0,0,0,1,0
90018302102.0,90018302,900183021,9,9,25,2,Mujer,4.0,2,No tiene discapacidad,1,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,3645,0,0,0,0,0,0,1,0
90018302103.0,90018302,900183021,9,9,23,1,Hombre,3.0,2,No tiene discapacidad,1,1.0,0.0,0.0,0.0,1.0,0.0,40.0,0.0,3727,1,0,0,0,1,0,1,0
90018303101.0,90018303,900183031,9,9,29,1,Hombre,3.0,2,No tiene discapacidad,1,8.0,8.0,0.0,0.0,0.0,0.0,40.0,0.0,3707,1,1,0,0,0,0,1,0
90018303102.0,90018303,900183031,9,9,29,2,Mujer,3.0,2,No tiene discapacidad,1,1.5,0.0,0.0,1.5,0.0,0.0,54.0,0.0,3645,1,0,0,1,0,0,1,0
90018303105.0,90018303,900183031,9,9,59,2,Mujer,2.0,2,No tiene discapacidad,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3586,0,0,0,0,0,0,0,0
91764602101.0,91764602,917646021,9,9,57,1,Hombre,4.0,2,No tiene discapacidad,1,7.0,0.0,0.0,0.0,7.0,0.0,40.0,0.0,4449,1,0,0,0,1,0,1,0
91764602102.0,91764602,917646021,9,9,46,2,Mujer,4.0,2,No tiene discapacidad,1,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,4360,0,0,0,0,0,0,1,0
91764603101.0,91764603,917646031,9,9,63,1,Hombre,4.0,2,No tiene discapacidad,1,3.0,0.0,0.0,0.0,3.0,0.0,40.0,0.0,4405,1,0,0,0,1,0,1,0
91764603102.0,91764603,917646031,9,9,66,1,Hombre,4.0,2,No tiene discapacidad,3,6.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,4397,1,0,0,0,1,1,0,0
91764603103.0,91764603,917646031,9,9,59,2,Mujer,2.0,2,No tiene discapacidad,5,9.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,4325,1,0,0,0,1,1,0,0
91764603104.0,91764603,917646031,9,9,53,1,Hombre,4.0,2,No tiene discapacidad,1,6.5,0.0,0.0,0.0,3.75,2.75,45.5,0.0,4437,1,0,0,0,1,1,1,0
91764604101.0,91764604,917646041,9,9,38,1,Hombre,4.0,2,No tiene discapacidad,1,32.5,0.0,13.5,12.0,7.0,0.0,40.0,0.0,4431,1,0,1,1,1,0,1,0
90756101101.0,90756101,907561011,9,9,57,1,Hombre,2.0,2,No tiene discapacidad,1,1.0,0.0,0.0,0.0,1.0,0.0,50.0,0.0,4331,1,0,0,0,1,0,1,0
90756101102.0,90756101,907561011,9,9,57,2,Mujer,2.0,2,No tiene discapacidad,5,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4210,1,0,0,0,1,0,0,0
90756101103.0,90756101,907561011,9,9,24,1,Hombre,2.0,2,No tiene discapacidad,1,1.5,0.0,0.0,0.0,1.5,0.0,50.0,0.0,4376,1,0,0,0,1,0,1,0
90756102101.0,90756102,907561021,9,9,66,1,Hombre,2.0,2,No tiene discapacidad,1,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,4281,0,0,0,0,0,0,1,0
90756103101.0,90756103,907561031,9,9,34,2,Mujer,3.0,2,No tiene discapacidad,5,98.5,0.0,62.5,22.0,14.0,0.0,0.0,0.0,4257,1,0,1,1,1,0,0,0
90756103102.0,90756103,907561031,9,9,39,1,Hombre,1.0,1,Sí tiene discapacidad,1,77.5,39.25,37.0,1.25,0.0,0.0,10.0,0.0,4314,1,1,1,1,0,0,1,0
90756103103.0,90756103,907561031,9,9,14,1,Hombre,2.0,2,No tiene discapacidad,5,13.5,2.5,10.0,1.0,0.0,0.0,0.0,0.0,4331,1,1,1,1,0,0,0,0
91666704102.0,91666704,916667041,9,9,43,2,Mujer,5.0,2,No tiene discapacidad,1,52.08333333333333,0.0,50.08333333333333,0.0,2.0,0.0,25.0,0.0,2584,1,0,1,0,1,0,1,0
91666705101.0,91666705,916667051,9,9,58,2,Mujer,4.0,2,No tiene discapacidad,1,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,2559,0,0,0,0,0,0,1,0
91666705102.0,91666705,916667051,9,9,28,2,Mujer,4.0,2,No tiene discapacidad,1,0.5,0.0,0.0,0.0,0.5,0.0,25.0,0.0,2601,1,0,0,0,1,0,1,0
91670601101.0,91670601,916706011,9,9,70,1,Hombre,4.0,2,No tiene discapacidad,1,5.75,0.0,0.0,0.0,0.0,5.75,18.0,0.0,3230,1,0,0,0,0,1,1,0
91670601102.0,91670601,916706011,9,9,69,2,Mujer,3.0,2,No tiene discapacidad,5,15.25,0.0,0.0,0.0,0.0,15.25,0.0,0.0,3246,1,0,0,0,0,1,0,0
91670602101.0,91670602,916706021,9,9,39,1,Hombre,4.0,2,No tiene discapacidad,1,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,3270,0,0,0,0,0,0,1,0
91670603101.0,91670603,916706031,9,9,57,1,Hombre,3.0,2,No tiene discapacidad,1,3.5,0.0,0.0,0.0,3.5,0.0,70.0,0.0,3283,1,0,0,0,1,0,1,0
90018304101.0,90018304,900183041,9,9,79,2,Mujer,2.0,2,No tiene discapacidad,1,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,3676,0,0,0,0,0,0,1,0
90018304102.0,90018304,900183041,9,9,22,2,Mujer,4.0,2,No tiene discapacidad,1,0.25,0.0,0.0,0.0,0.0,0.25,40.0,0.0,3689,1,0,0,0,0,1,1,0
90018305101.0,90018305,900183051,9,9,54,2,Mujer,3.0,1,Sí tiene discapacidad,1,28.43333333333333,16.85,8.83333333333333,0.0,2.75,0.0,84.0,0.0,3644,1,1,1,0,1,0,1,0
90018305102.0,90018305,900183051,9,9,50,1,Hombre,2.0,1,Sí tiene discapacidad,1,12.33333333333333,1.91666666666666,2.41666666666666,0.0,8.0,0.0,84.0,0.0,3679,1,1,1,0,1,0,1,0
90923101103.0,90923101,909231011,9,9,26,2,Mujer,2.0,1,Sí tiene discapacidad,1,48.83333333333333,0.0,17.83333333333333,17.0,14.0,0.0,20.0,0.0,4401,1,0,1,1,1,0,1,0
90923102101.0,90923102,909231021,9,9,38,1,Hombre,4.0,2,No tiene discapacidad,1,9.5,0.0,0.0,0.0,9.5,0.0,4.0,0.0,4435,1,0,0,0,1,0,1,0
90923102102.0,90923102,909231021,9,9,39,2,Mujer,4.0,2,No tiene discapacidad,1,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,4371,0,0,0,0,0,0,1,0
91764604102.0,91764604,917646041,9,9,41,2,Mujer,4.0,2,No tiene discapacidad,1,61.63333333333333,0.0,37.63333333333333,17.0,7.0,0.0,40.0,0.0,4367,1,0,1,1,1,0,1,0
91764605101.0,91764605,917646051,9,9,68,2,Mujer,4.0,2,No tiene discapacidad,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4399,0,0,0,0,0,0,0,0
91776701101.0,91776701,917767011,9,9,70,2,Mujer,2.0,2,No tiene discapacidad,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3381,0,0,0,0,0,0,0,0
91776702101.0,91776702,917767021,9,9,58,1,Hombre,2.0,2,No tiene discapacidad,1,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,3394,0,0,0,0,0,0,1,0
91776703101.0,91776703,917767031,9,9,65,2,Mujer,3.0,2,No tiene discapacidad,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3356,0,0,0,0,0,0,0,0
91776703102.0,91776703,917767031,9,9,63,2,Mujer,4.0,2,No tiene discapacidad,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3327,0,0,0,0,0,0,0,0
91776703103.0,91776703,917767031,9,9,61,2,Mujer,3.0,2,No tiene discapacidad,5,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3327,1,0,0,0,1,0,0,0
90756104101.0,90756104,907561041,9,9,62,1,Hombre,2.0,2,No tiene discapacidad,1,0.16666666666666,0.0,0.0,0.0,0.16666666666666,0.0,13.0,0.0,4288,1,0,0,0,1,0,1,0
90756104102.0,90756104,907561041,9,9,28,1,Hombre,4.0,2,No tiene discapacidad,1,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,4353,0,0,0,0,0,0,1,0
90756105101.0,90756105,907561051,9,9,56,2,Mujer,2.0,2,No tiene discapacidad,1,0.83333333333333,0.0,0.0,0.0,0.83333333333333,0.0,56.0,0.0,4210,1,0,0,0,1,0,1,0
90756105102.0,90756105,907561051,9,9,27,2,Mujer,3.0,2,No tiene discapacidad,5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4280,1,0,0,0,1,0,0,0
90776601101.0,90776601,907766011,9,9,37,2,Mujer,4.0,2,No tiene discapacidad,1,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,3859,0,0,0,0,0,0,1,0
90776602101.0,90776602,907766021,9,9,72,1,Hombre,4.0,1,Sí tiene discapacidad,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3867,0,0,0,0,0,0,0,0
90776602102.0,90776602,907766021,9,9,57,2,Mujer,2.0,2,No tiene discapacidad,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3821,0,0,0,0,0,0,0,0
91670603102.0,91670603,916706031,9,9,21,1,Hombre,4.0,2,No tiene discapacidad,1,8.5,0.0,0.0,0.0,8.5,0.0,3.0,0.0,3318,1,0,0,0,1,0,1,0
91670605101.0,91670605,916706051,9,9,69,2,Mujer,4.0,2,No tiene discapacidad,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3246,0,0,0,0,0,0,0,0
91670605102.0,91670605,916706051,9,9,69,1,Hombre,4.0,2,No tiene discapacidad,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3245,0,0,0,0,0,0,0,0
91670605103.0,91670605,916706051,9,9,36,1,Hombre,4.0,2,No tiene discapacidad,1,1.66666666666666,0.0,0.0,0.0,0.0,1.66666666666666,48.0,0.0,3270,1,0,0,0,0,1,1,0
91674201101.0,91674201,916742011,9,9,65,1,Hombre,4.0,2,No tiene discapacidad,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4298,0,0,0,0,0,0,0,0
91674202101.0,91674202,916742021,9,9,43,1,Hombre,5.0,2,No tiene discapacidad,1,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,4411,0,0,0,0,0,0,1,0
91674203101.0,91674203,916742031,9,9,35,1,Hombre,4.0,2,No tiene discapacidad,1,4.0,0.0,0.0,0.0,4.0,0.0,47.0,0.0,4331,1,0,0,0,1,0,1,0
90923102103.0,90923102,909231021,9,9,15,1,Hombre,2.0,2,No tiene discapacidad,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4464,0,0,0,0,0,0,0,0
90923103101.0,90923103,909231031,9,9,65,2,Mujer,3.0,1,Sí tiene discapacidad,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4403,0,0,0,0,0,0,0,0
90923103102.0,90923103,909231031,9,9,61,1,Hombre,2.0,1,Sí tiene discapacidad,3,17.5,17.5,0.0,0.0,0.0,0.0,0.0,0.0,4409,1,1,0,0,0,0,0,0
90923103103.0,90923103,909231031,9,9,68,1,Hombre,2.0,2,No tiene discapacidad,1,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,4401,0,0,0,0,0,0,1,0
90923104101.0,90923104,909231041,9,9,64,1,Hombre,3.0,2,No tiene discapacidad,1,3.5,0.0,0.0,0.0,3.5,0.0,36.0,0.0,4409,1,0,0,0,1,0,1,0
90923104102.0,90923104,909231041,9,9,28,2,Mujer,4.0,2,No tiene discapacidad,1,5.0,0.0,0.0,0.0,0.0,5.0,45.0,0.0,4401,1,0,0,0,0,1,1,0
90923105101.0,90923105,909231051,9,9,25,1,Hombre,2.0,2,No tiene discapacidad,1,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,4475,0,0,0,0,0,0,1,0
91727304101.0,91727304,917273041,9,9,51,1,Hombre,5.0,2,No tiene discapacidad,1,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,3730,0,0,0,0,0,0,1,0
91727305101.0,91727305,917273051,9,9,57,1,Hombre,2.0,2,No tiene discapacidad,1,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,3740,0,0,0,0,0,0,1,0
92055005101.0,92055005,920550051,9,9,44,1,Hombre,4.0,2,No tiene discapacidad,1,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,4266,0,0,0,0,0,0,1,0
92055005102.0,92055005,920550051,9,9,98,2,Mujer,4.0,2,No tiene discapacidad,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4756,0,0,0,0,0,0,0,0
92055005103.0,92055005,920550051,9,9,98,1,Hombre,3.0,2,No tiene discapacidad,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4439,0,0,0,0,0,0,0,0
92055005104.0,92055005,920550051,9,9,98,1,Hombre,4.0,2,No tiene discapacidad,4,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4439,1,0,0,0,1,0,0,0
92071101101.0,92071101,920711011,9,9,39,1,Hombre,5.0,2,No tiene discapacidad,1,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,1964,0,0,0,0,0,0,1,0
90776603101.0,90776603,907766031,9,9,63,1,Hombre,3.0,2,No tiene discapacidad,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3892,0,0,0,0,0,0,0,0
90776603102.0,90776603,907766031,9,9,60,2,Mujer,4.0,2,No tiene discapacidad,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3854,0,0,0,0,0,0,0,0
90892502101.0,90892502,908925021,9,9,42,1,Hombre,4.0,2,No tiene discapacidad,1,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,3809,0,0,0,0,0,0,1,0
90892502102.0,90892502,908925021,9,9,62,2,Mujer,3.0,2,No tiene discapacidad,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,3681,0,0,0,0,0,0,1,0
90892502103.0,90892502,908925021,9,9,64,2,Mujer,3.0,2,No tiene discapacidad,5,13.5,0.0,0.0,0.0,0.0,13.5,0.0,0.0,3681,1,0,0,0,0,1,0,0
90892503101.0,90892503,908925031,9,9,77,2,Mujer,2.0,2,No tiene discapacidad,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3742,0,0,0,0,0,0,0,0
90892504101.0,90892504,908925041,9,9,69,1,Hombre,4.0,2,No tiene discapacidad,1,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,3711,0,0,0,0,0,0,1,0
91674203102.0,91674203,916742031,9,9,35,2,Mujer,4.0,2,No tiene discapacidad,1,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,4269,0,0,0,0,0,0,1,0
91674204101.0,91674204,916742041,9,9,42,1,Hombre,4.0,2,No tiene discapacidad,1,11.0,0.0,0.0,8.0,3.0,0.0,40.0,0.0,4411,1,0,0,1,1,0,1,0
91674204102.0,91674204,916742041,9,9,44,2,Mujer,4.0,2,No tiene discapacidad,1,8.0,0.0,0.0,8.0,0.0,0.0,40.0,0.0,4269,1,0,0,1,0,0,1,0
91674204103.0,91674204,916742041,9,9,14,2,Mujer,2.0,2,No tiene discapacidad,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4321,0,0,0,0,0,0,0,0
91674205101.0,91674205,916742051,9,9,65,1,Hombre,4.0,2,No tiene discapacidad,3,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4298,1,0,0,0,0,1,0,0
91674205102.0,91674205,916742051,9,9,80,2,Mujer,3.0,2,No tiene discapacidad,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4442,0,0,0,0,0,0,0,0
91674205103.0,91674205,916742051,9,9,70,1,Hombre,4.0,2,No tiene discapacidad,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4278,0,0,0,0,0,0,0,0
90944101101.0,90944101,909441011,9,9,63,1,Hombre,2.0,2,No tiene discapacidad,1,4.0,0.0,0.0,0.0,0.0,4.0,60.0,0.0,6862,1,0,0,0,0,1,1,0
90944101102.0,90944101,909441011,9,9,61,2,Mujer,2.0,1,Sí tiene discapacidad,1,1.16666666666666,0.0,0.0,0.0,0.0,1.16666666666666,10.0,0.0,6795,1,0,0,0,0,1,1,0
90944102101.0,90944102,909441021,9,9,28,1,Hombre,3.0,2,No tiene discapacidad,1,28.0,0.0,21.0,0.0,7.0,0.0,51.0,0.0,6966,1,0,1,0,1,0,1,0
90944102102.0,90944102,909441021,9,9,28,2,Mujer,4.0,2,No tiene discapacidad,1,40.0,0.0,40.0,0.0,0.0,0.0,5.0,0.0,6850,1,0,1,0,0,0,1,0
90944104101.0,90944104,909441041,9,9,30,1,Hombre,3.0,2,No tiene discapacidad,1,26.0,0.0,0.0,26.0,0.0,0.0,70.0,0.0,7012,1,0,0,1,0,0,1,0
90944104102.0,90944104,909441041,9,9,51,2,Mujer,3.0,2,No tiene discapacidad,1,4.5,0.0,0.0,3.5,1.0,0.0,50.0,0.0,6847,1,0,0,1,1,0,1,0
90944104103.0,90944104,909441041,9,9,25,2,Mujer,3.0,2,No tiene discapacidad,5,42.0,0.0,0.0,28.0,14.0,0.0,0.0,0.0,6850,1,0,0,1,1,0,0,0
92071103101.0,92071103,920711031,9,9,53,2,Mujer,4.0,2,No tiene discapacidad,1,1.16666666666666,0.0,0.0,0.0,1.16666666666666,0.0,84.0,0.0,1948,1,0,0,0,1,0,1,0
92071103102.0,92071103,920711031,9,9,56,1,Hombre,4.0,2,No tiene discapacidad,2,2.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,1972,1,0,0,0,1,0,0,1
92071103103.0,92071103,920711031,9,9,19,2,Mujer,3.0,2,No tiene discapacidad,4,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1970,1,0,0,0,1,0,0,0
92071104101.0,92071104,920711041,9,9,37,1,Hombre,3.0,2,No tiene discapacidad,1,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,1964,0,0,0,0,0,0,1,0
92071105101.0,92071105,920711051,9,9,52,2,Mujer,5.0,2,No tiene discapacidad,1,0.83333333333333,0.0,0.0,0.0,0.83333333333333,0.0,50.0,0.0,1948,1,0,0,0,1,0,1,0
92071105102.0,92071105,920711051,9,9,25,1,Hombre,3.0,2,No tiene discapacidad,1,4.16666666666666,0.0,0.0,0.0,4.16666666666666,0.0,50.0,0.0,1982,1,0,0,0,1,0,1,0
92076701101.0,92076701,920767011,9,9,38,2,Mujer,3.0,2,No tiene discapacidad,1,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,4045,0,0,0,0,0,0,1,0
90892504102.0,90892504,908925041,9,9,61,2,Mujer,2.0,2,No tiene discapacidad,1,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,3681,0,0,0,0,0,0,1,0
90892504103.0,90892504,908925041,9,9,37,2,Mujer,3.0,2,No tiene discapacidad,5,15.33333333333333,0.0,0.0,0.0,6.0,9.33333333333333,0.0,0.0,3686,1,0,0,0,1,1,0,0
90892504104.0,90892504,908925041,9,9,41,1,Hombre,3.0,2,No tiene discapacidad,1,2.5,0.0,0.0,0.0,2.5,0.0,32.0,0.0,3809,1,0,0,0,1,0,1,0
90892504105.0,90892504,908925041,9,9,20,2,Mujer,3.0,2,No tiene discapacidad,4,2.16666666666666,0.0,0.0,0.0,1.66666666666666,0.5,0.0,0.0,3755,1,0,0,0,1,1,0,0
90892504106.0,90892504,908925041,9,9,16,2,Mujer,2.0,2,No tiene discapacidad,4,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3751,1,0,0,0,0,1,0,0
90892505101.0,90892505,908925051,9,9,59,1,Hombre,2.0,2,No tiene discapacidad,1,9.0,0.0,0.0,0.0,9.0,0.0,30.0,0.0,3754,1,0,0,0,1,0,1,0
90892505102.0,90892505,908925051,9,9,56,2,Mujer,2.0,2,No tiene discapacidad,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3650,0,0,0,0,0,0,0,0
91674205201.0,91674205,916742052,9,9,42,1,Hombre,2.0,2,No tiene discapacidad,1,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,4411,0,0,0,0,0,0,1,0
91674205202.0,91674205,916742052,9,9,40,2,Mujer,2.0,2,No tiene discapacidad,1,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,4269,0,0,0,0,0,0,1,0
91674205203.0,91674205,916742052,9,9,19,2,Mujer,4.0,2,No tiene discapacidad,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4344,0,0,0,0,0,0,0,0
91676501101.0,91676501,916765011,9,9,39,1,Hombre,4.0,2,No tiene discapacidad,1,8.0,0.0,0.0,3.33333333333333,4.66666666666666,0.0,60.0,0.0,2980,1,0,0,1,1,0,1,0
91953701102.0,91953701,919537011,9,9,37,2,Mujer,4.0,2,No tiene discapacidad,1,0.16666666666666,0.0,0.0,0.0,0.0,0.16666666666666,48.13333333333333,0.0,2425,1,0,0,0,0,1,1,0
91953702101.0,91953702,919537021,9,9,77,2,Mujer,4.0,1,Sí tiene discapacidad,1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2461,0,0,0,0,0,0,1,0
91953703101.0,91953703,919537031,9,9,43,1,Hombre,4.0,2,No tiene discapacidad,1,17.83333333333333,0.0,0.0,7.33333333333333,10.5,0.0,58.0,0.0,2505,1,0,0,1,1,0,1,0
90944105101.0,90944105,909441051,9,9,50,2,Mujer,2.0,2,No tiene discapacidad,5,28.66666666666666,26.16666666666666,0.0,0.0,2.5,0.0,0.0,0.0,6847,1,1,0,0,1,0,0,0
90944105102.0,90944105,909441051,9,9,52,1,Hombre,3.0,1,Sí tiene discapacidad,6,7.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,6913,1,0,0,0,1,0,0,0
90944105103.0,90944105,909441051,9,9,30,2,Mujer,5.0,2,No tiene discapacidad,1,10.41666666666666,10.41666666666666,0.0,0.0,0.0,0.0,20.0,0.0,6814,1,1,0,0,0,0,1,0
90944105104.0,90944105,909441051,9,9,29,2,Mujer,4.0,2,No tiene discapacidad,1,15.75,8.75,0.0,0.0,7.0,0.0,38.0,0.0,6850,1,1,0,0,1,0,1,0
