llavemod,llaveviv,llavehog,cve_ent,cvegeo,edad,sexo,sexo_label,escolaridad,cond_disc,cond_disc_label,cond_aee,trab_no_rem_cuid_hog,cuid_esp_int_hog_sin_cp,cuid_int_0a5_sin_cp,cuid_int_6a14_sin_cp,cuid_int_15a59,cuid_int_60mas_sin_cp,trab_merc_pv,bus_trab,fac_per,realiza_cuidado_hogar,realiza_cuidado_especial,realiza_cuidado_0a5,realiza_cuidado_6a14,realiza_cuidado_15a59,realiza_cuidado_60mas,realiza_trabajo_mercado,busca_trabajo,es_cuidador,horas_cuidado,horas_trabajo,participa_laboral,combina_cuidado_trabajo
91695801101.0,91695801,916958011,9,9,57,1,Hombre,5.0,2,No tiene discapacidad,1,11.0,0.0,0.0,0.0,11.0,0.0,40.0,0.0,2876,1,0,0,0,1,0,1,0,1,11.0,40.0,1,1
91695801102.0,91695801,916958011,9,9,49,2,Mujer,3.0,2,No tiene discapacidad,5,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,2818,1,0,0,0,1,0,0,0,1,10.0,0.0,0,0
91695801103.0,91695801,916958011,9,9,21,2,Mujer,4.0,2,No tiene discapacidad,4,12.33333333333333,0.0,0.0,0.0,12.33333333333333,0.0,0.0,0.0,2876,1,0,0,0,1,0,0,0,1,12.33333333333333,0.0,0,0
91695803101.0,91695803,916958031,9,9,86,2,Mujer,4.0,2,No tiene discapacidad,3,7.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,3136,1,0,0,0,0,1,0,0,1,7.0,0.0,0,0
92038403106.0,92038403,920384031,9,9,20,1,Hombre,3.0,2,No tiene discapacidad,4,1.33333333333333,0.0,0.0,0.0,1.33333333333333,0.0,0.0,0.0,3984,1,0,0,0,1,0,0,0,1,1.33333333333333,0.0,0,0
92038404102.0,92038404,920384041,9,9,40,2,Mujer,4.0,2,No tiene discapacidad,1,9.0,0.0,0.0,0.0,0.0,9.0,56.0,0.0,3871,1,0,0,0,0,1,1,0,1,9.0,56.0,1,1
90957205103.0,90957205,909572051,9,9,15,2,Mujer,2.0,2,No tiene discapacidad,4,3.75,3.75,0.0,0.0,0.0,0.0,0.0,0.0,3506,1,1,0,0,0,0,0,0,1,3.75,0.0,0,0
90957502101.0,90957502,909575021,9,9,52,1,Hombre,2.0,2,No tiene discapacidad,1,2.33333333333333,0.0,0.0,0.0,2.33333333333333,0.0,74.0,0.0,5836,1,0,0,0,1,0,1,0,1,2.33333333333333,74.0,1,1
90957502102.0,90957502,909575021,9,9,25,1,Hombre,2.0,2,No tiene discapacidad,1,0.83333333333333,0.0,0.0,0.0,0.83333333333333,0.0,54.0,0.0,5881,1,0,0,0,1,0,1,0,1,0.83333333333333,54.0,1,1
90957503101.0,90957503,909575031,9,9,46,1,Hombre,2.0,2,No tiene discapacidad,1,10.5,0.0,0.0,0.0,10.5,0.0,56.0,0.0,5899,1,0,0,0,1,0,1,0,1,10.5,56.0,1,1
90957503102.0,90957503,909575031,9,9,29,1,Hombre,4.0,2,No tiene discapacidad,1,9.0,0.0,0.0,0.0,9.0,0.0,32.0,0.0,5916,1,0,0,0,1,0,1,0,1,9.0,32.0,1,1
90957503104.0,90957503,909575031,9,9,25,1,Hombre,4.0,2,No tiene discapacidad,1,7.0,0.0,0.0,0.0,7.0,0.0,56.0,0.0,5916,1,0,0,0,1,0,1,0,1,7.0,56.0,1,1
91776705106.0,91776705,917767051,9,9,30,1,Hombre,4.0,2,No tiene discapacidad,1,0.58333333333333,0.0,0.0,0.0,0.0,0.58333333333333,45.0,0.0,3434,1,0,0,0,0,1,1,0,1,0.58333333333333,45.0,1,1
92025904101.0,92025904,920259041,9,9,46,2,Mujer,4.0,2,No tiene discapacidad,1,14.0,0.0,0.0,0.0,14.0,0.0,40.0,0.0,3215,1,0,0,0,1,0,1,0,1,14.0,40.0,1,1
92025904102.0,92025904,920259041,9,9,22,2,Mujer,2.0,2,No tiene discapacidad,4,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3281,1,0,0,0,1,0,0,0,1,1.0,0.0,0,0
92055001101.0,92055001,920550011,9,9,63,2,Mujer,2.0,2,No tiene discapacidad,5,1.66666666666666,0.0,0.0,1.66666666666666,0.0,0.0,0.0,0.0,4123,1,0,0,1,0,0,0,0,1,1.66666666666666,0.0,0,0
90957504102.0,90957504,909575041,9,9,62,2,Mujer,2.0,2,No tiene discapacidad,5,7.5,0.0,0.0,7.5,0.0,0.0,0.0,0.0,5771,1,0,0,1,0,0,0,0,1,7.5,0.0,0,0
90957504103.0,90957504,909575041,9,9,29,1,Hombre,2.0,2,No tiene discapacidad,1,18.0,0.0,0.0,13.0,5.0,0.0,70.0,0.0,5916,1,0,0,1,1,0,1,0,1,18.0,70.0,1,1
90957504104.0,90957504,909575041,9,9,28,2,Mujer,3.0,2,No tiene discapacidad,5,34.5,0.0,0.0,34.5,0.0,0.0,0.0,0.0,5817,1,0,0,1,0,0,0,0,1,34.5,0.0,0,0
90957504201.0,90957504,909575042,9,9,36,1,Hombre,3.0,2,No tiene discapacidad,1,17.75,0.0,6.5,11.25,0.0,0.0,48.0,0.0,5863,1,0,1,1,0,0,1,0,1,17.75,48.0,1,1
90957504202.0,90957504,909575042,9,9,34,2,Mujer,2.0,2,No tiene discapacidad,1,72.0,0.0,19.0,53.0,0.0,0.0,15.0,0.0,5786,1,0,1,1,0,0,1,0,1,72.0,15.0,1,1
90957505101.0,90957505,909575051,9,9,25,1,Hombre,2.0,2,No tiene discapacidad,1,8.5,0.0,4.0,0.0,4.5,0.0,63.0,0.0,5916,1,0,1,0,1,0,1,0,1,8.5,63.0,1,1
91986304102.0,91986304,919863041,9,9,33,2,Mujer,4.0,2,No tiene discapacidad,5,117.5,117.5,0.0,0.0,0.0,0.0,0.0,0.0,4956,1,1,0,0,0,0,0,0,1,117.5,0.0,0,0
91986304103.0,91986304,919863041,9,9,28,1,Hombre,4.0,2,No tiene discapacidad,1,3.5,0.0,0.0,0.0,3.5,0.0,47.0,0.0,5067,1,0,0,0,1,0,1,0,1,3.5,47.0,1,1
91992701101.0,91992701,919927011,9,9,76,2,Mujer,2.0,2,No tiene discapacidad,1,2.0,0.0,0.0,0.0,2.0,0.0,50.0,0.0,3239,1,0,0,0,1,0,1,0,1,2.0,50.0,1,1
91992701102.0,91992701,919927011,9,9,50,1,Hombre,2.0,2,No tiene discapacidad,1,24.0,0.0,0.0,0.0,0.0,24.0,38.0,0.0,3242,1,0,0,0,0,1,1,0,1,24.0,38.0,1,1
91992701103.0,91992701,919927011,9,9,49,1,Hombre,2.0,2,No tiene discapacidad,1,21.0,0.0,0.0,0.0,0.0,21.0,48.0,0.0,3257,1,0,0,0,0,1,1,0,1,21.0,48.0,1,1
90879903101.0,90879903,908799031,9,9,31,2,Mujer,2.0,2,No tiene discapacidad,5,32.25,32.25,0.0,0.0,0.0,0.0,0.0,0.0,3699,1,1,0,0,0,0,0,0,1,32.25,0.0,0,0
90879904101.0,90879904,908799041,9,9,62,1,Hombre,2.0,2,No tiene discapacidad,3,10.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,3725,1,0,0,0,1,1,0,0,1,10.0,0.0,0,0
90879904102.0,90879904,908799041,9,9,65,2,Mujer,2.0,2,No tiene discapacidad,1,13.0,0.0,0.0,0.0,7.0,6.0,6.0,0.0,3720,1,0,0,0,1,1,1,0,1,13.0,6.0,1,1
90879904103.0,90879904,908799041,9,9,30,2,Mujer,4.0,2,No tiene discapacidad,4,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,3699,1,0,0,0,0,1,0,0,1,5.0,0.0,0,0
90879905101.0,90879905,908799051,9,9,54,1,Hombre,4.0,2,No tiene discapacidad,1,9.5,0.0,0.0,2.5,7.0,0.0,66.0,0.0,3753,1,0,0,1,1,0,1,0,1,9.5,66.0,1,1
90879905102.0,90879905,908799051,9,9,46,2,Mujer,4.0,2,No tiene discapacidad,1,5.0,0.0,0.0,5.0,0.0,0.0,48.0,0.0,3687,1,0,0,1,0,0,1,0,1,5.0,48.0,1,1
92055001102.0,92055001,920550011,9,9,34,2,Mujer,2.0,2,No tiene discapacidad,1,18.5,0.0,0.0,18.5,0.0,0.0,35.0,0.0,4134,1,0,0,1,0,0,1,0,1,18.5,35.0,1,1
90002902102.0,90002902,900029021,9,9,26,1,Hombre,4.0,2,No tiene discapacidad,1,6.0,0.0,0.0,0.0,6.0,0.0,54.0,0.0,3218,1,0,0,0,1,0,1,0,1,6.0,54.0,1,1
90002903101.0,90002903,900029031,9,9,46,1,Hombre,4.0,2,No tiene discapacidad,1,2.66666666666666,0.0,0.0,0.0,2.66666666666666,0.0,40.0,0.0,3209,1,0,0,0,1,0,1,0,1,2.66666666666666,40.0,1,1
90957505102.0,90957505,909575051,9,9,21,2,Mujer,2.0,2,No tiene discapacidad,5,13.83333333333333,0.0,13.83333333333333,0.0,0.0,0.0,0.0,0.0,5886,1,0,1,0,0,0,0,0,1,13.83333333333333,0.0,0,0
90988301101.0,90988301,909883011,9,9,32,2,Mujer,2.0,2,No tiene discapacidad,1,14.5,0.0,0.0,7.5,7.0,0.0,60.0,0.0,3258,1,0,0,1,1,0,1,0,1,14.5,60.0,1,1
90988301102.0,90988301,909883011,9,9,15,1,Hombre,2.0,2,No tiene discapacidad,1,1.5,0.0,0.0,1.16666666666666,0.33333333333333,0.0,18.0,0.0,3322,1,0,0,1,1,0,1,0,1,1.5,18.0,1,1
90988301105.0,90988301,909883011,9,9,21,2,Mujer,4.0,2,No tiene discapacidad,1,1.0,0.0,0.0,0.5,0.5,0.0,54.0,0.0,3314,1,0,0,1,1,0,1,0,1,1.0,54.0,1,1
91992703101.0,91992703,919927031,9,9,34,1,Hombre,2.0,2,No tiene discapacidad,1,4.83333333333333,0.0,0.0,3.83333333333333,1.0,0.0,50.0,0.0,3269,1,0,0,1,1,0,1,0,1,4.83333333333333,50.0,1,1
91992703102.0,91992703,919927031,9,9,40,2,Mujer,4.0,2,No tiene discapacidad,1,8.83333333333333,0.0,0.0,1.83333333333333,7.0,0.0,72.0,0.0,3191,1,0,0,1,1,0,1,0,1,8.83333333333333,72.0,1,1
91992703104.0,91992703,919927031,9,9,16,1,Hombre,2.0,2,No tiene discapacidad,4,5.5,0.0,0.0,5.5,0.0,0.0,0.0,0.0,3258,1,0,0,1,0,0,0,0,1,5.5,0.0,0,0
91992704101.0,91992704,919927041,9,9,41,1,Hombre,4.0,2,No tiene discapacidad,1,13.49999999999999,0.0,2.99999999999999,0.0,10.5,0.0,47.0,0.0,3297,1,0,1,0,1,0,1,0,1,13.49999999999999,47.0,1,1
91992704102.0,91992704,919927041,9,9,36,2,Mujer,3.0,2,No tiene discapacidad,1,56.5,0.0,44.5,0.0,12.0,0.0,10.0,0.0,3191,1,0,1,0,1,0,1,0,1,56.5,10.0,1,1
90884101101.0,90884101,908841011,9,9,52,2,Mujer,2.0,2,No tiene discapacidad,1,21.0,0.0,0.0,0.0,21.0,0.0,35.0,0.0,3749,1,0,0,0,1,0,1,0,1,21.0,35.0,1,1
90884101102.0,90884101,908841011,9,9,16,1,Hombre,3.0,2,No tiene discapacidad,1,0.25,0.0,0.0,0.0,0.25,0.0,5.0,0.0,3805,1,0,0,0,1,0,1,0,1,0.25,5.0,1,1
90884101103.0,90884101,908841011,9,9,26,2,Mujer,4.0,2,No tiene discapacidad,1,2.5,0.0,0.0,0.0,2.5,0.0,18.0,0.0,3751,1,0,0,0,1,0,1,0,1,2.5,18.0,1,1
90002905101.0,90002905,900029051,9,9,43,1,Hombre,4.0,2,No tiene discapacidad,1,2.0,0.0,0.0,0.0,2.0,0.0,68.0,0.0,3248,1,0,0,0,1,0,1,0,1,2.0,68.0,1,1
90002905103.0,90002905,900029051,9,9,23,2,Mujer,4.0,2,No tiene discapacidad,4,0.33333333333333,0.0,0.0,0.0,0.33333333333333,0.0,0.0,0.0,3202,1,0,0,0,1,0,0,0,1,0.33333333333333,0.0,0,0
90002905104.0,90002905,900029051,9,9,20,1,Hombre,3.0,2,No tiene discapacidad,1,6.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,3236,1,0,0,0,1,0,1,0,1,6.0,6.0,1,1
90018101101.0,90018101,900181011,9,9,85,2,Mujer,1.0,2,No tiene discapacidad,3,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,4136,1,0,0,0,1,0,0,0,1,0.25,0.0,0,0
90018101102.0,90018101,900181011,9,9,43,1,Hombre,3.0,2,No tiene discapacidad,1,5.0,0.0,0.0,0.0,5.0,0.0,48.0,0.0,3848,1,0,0,0,1,0,1,0,1,5.0,48.0,1,1
90018101103.0,90018101,900181011,9,9,38,1,Hombre,3.0,2,No tiene discapacidad,1,2.0,0.0,0.0,0.0,1.5,0.5,40.0,0.0,3778,1,0,0,0,1,1,1,0,1,2.0,40.0,1,1
90988302104.0,90988302,909883021,9,9,53,1,Hombre,2.0,2,No tiene discapacidad,1,7.0,0.0,0.0,0.0,7.0,0.0,50.0,0.0,3305,1,0,0,0,1,0,1,0,1,7.0,50.0,1,1
90988303101.0,90988303,909883031,9,9,63,2,Mujer,2.0,2,No tiene discapacidad,5,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,3249,1,0,0,0,1,0,0,0,1,5.0,0.0,0,0
90988303102.0,90988303,909883031,9,9,15,2,Mujer,2.0,2,No tiene discapacidad,4,27.5,0.0,0.0,15.5,3.5,8.5,0.0,0.0,3311,1,0,0,1,1,1,0,0,1,27.5,0.0,0,0
91986304101.0,91986304,919863041,9,9,30,1,Hombre,4.0,2,No tiene discapacidad,1,7.75,7.5,0.0,0.0,0.25,0.0,60.13333333333333,0.0,5101,1,1,0,0,1,0,1,0,1,7.75,60.13333333333333,1,1
90884103101.0,90884103,908841031,9,9,39,1,Hombre,2.0,2,No tiene discapacidad,1,0.5,0.0,0.0,0.0,0.5,0.0,48.0,0.0,3780,1,0,0,0,1,0,1,0,1,0.5,48.0,1,1
90884104101.0,90884104,908841041,9,9,59,2,Mujer,2.0,1,Sí tiene discapacidad,5,4.66666666666666,0.0,4.66666666666666,0.0,0.0,0.0,0.0,0.0,3689,1,0,1,0,0,0,0,0,1,4.66666666666666,0.0,0,0
90884104102.0,90884104,908841041,9,9,35,2,Mujer,4.0,2,No tiene discapacidad,1,32.0,0.0,31.5,0.0,0.5,0.0,40.0,0.0,3726,1,0,1,0,1,0,1,0,1,32.0,40.0,1,1
90018104101.0,90018104,900181041,9,9,70,1,Hombre,2.0,2,No tiene discapacidad,3,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3732,1,0,0,0,0,1,0,0,1,2.0,0.0,0,0
90018105101.0,90018105,900181051,9,9,32,1,Hombre,5.0,2,No tiene discapacidad,1,1.0,0.0,0.0,0.0,1.0,0.0,54.0,0.0,3838,1,0,0,0,1,0,1,0,1,1.0,54.0,1,1
90988303104.0,90988303,909883031,9,9,31,1,Hombre,3.0,2,No tiene discapacidad,1,17.5,0.0,0.0,7.0,10.5,0.0,40.0,0.0,3353,1,0,0,1,1,0,1,0,1,17.5,40.0,1,1
90988303105.0,90988303,909883031,9,9,27,2,Mujer,2.0,2,No tiene discapacidad,1,10.08333333333333,0.0,0.0,10.08333333333333,0.0,0.0,48.0,0.0,3275,1,0,0,1,0,0,1,0,1,10.08333333333333,48.0,1,1
91752205102.0,91752205,917522051,9,9,24,2,Mujer,4.0,2,No tiene discapacidad,2,0.91666666666666,0.0,0.0,0.0,0.91666666666666,0.0,0.0,3.5,2636,1,0,0,0,1,0,0,1,1,0.91666666666666,0.0,0,0
91764601101.0,91764601,917646011,9,9,61,2,Mujer,4.0,2,No tiene discapacidad,1,5.0,0.0,0.0,0.0,5.0,0.0,40.0,0.0,4361,1,0,0,0,1,0,1,0,1,5.0,40.0,1,1
91764601102.0,91764601,917646011,9,9,23,1,Hombre,4.0,2,No tiene discapacidad,1,2.5,0.0,0.0,0.0,0.0,2.5,24.0,0.0,4495,1,0,0,0,0,1,1,0,1,2.5,24.0,1,1
90744105102.0,90744105,907441051,9,9,49,2,Mujer,2.0,2,No tiene discapacidad,1,37.41666666666666,26.66666666666666,0.0,0.0,10.75,0.0,39.0,0.0,4586,1,1,0,0,1,0,1,0,1,37.41666666666666,39.0,1,1
90744105103.0,90744105,907441051,9,9,79,1,Hombre,4.0,1,Sí tiene discapacidad,5,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.0,4744,1,1,0,0,0,0,0,0,1,0.75,0.0,0,0
90744105105.0,90744105,907441051,9,9,19,2,Mujer,3.0,2,No tiene discapacidad,1,8.0,3.83333333333333,0.0,0.0,4.16666666666666,0.0,25.0,0.0,4675,1,1,0,0,1,0,1,0,1,8.0,25.0,1,1
90892501103.0,90892501,908925011,9,9,42,1,Hombre,4.0,2,No tiene discapacidad,1,1.83333333333333,0.0,0.0,0.0,0.0,1.83333333333333,20.0,0.0,3809,1,0,0,0,0,1,1,0,1,1.83333333333333,20.0,1,1
91666701101.0,91666701,916667011,9,9,40,1,Hombre,4.0,2,No tiene discapacidad,1,17.16666666666666,0.0,0.0,10.16666666666666,0.0,7.0,40.0,0.0,2670,1,0,0,1,0,1,1,0,1,17.16666666666666,40.0,1,1
91666701102.0,91666701,916667011,9,9,62,2,Mujer,3.0,2,No tiene discapacidad,5,24.5,0.0,0.0,21.0,3.5,0.0,0.0,0.0,2580,1,0,0,1,1,0,0,0,1,24.5,0.0,0,0
91666702101.0,91666702,916667021,9,9,57,2,Mujer,4.0,2,No tiene discapacidad,1,3.25,0.0,0.0,0.0,3.25,0.0,45.0,0.0,2559,1,0,0,0,1,0,1,0,1,3.25,45.0,1,1
91666702102.0,91666702,916667021,9,9,48,2,Mujer,4.0,2,No tiene discapacidad,1,3.5,0.0,0.0,0.0,3.5,0.0,58.0,0.0,2579,1,0,0,0,1,0,1,0,1,3.5,58.0,1,1
91666702103.0,91666702,916667021,9,9,50,1,Hombre,4.0,2,No tiene discapacidad,1,0.91666666666666,0.0,0.0,0.0,0.91666666666666,0.0,70.0,0.0,2625,1,0,0,0,1,0,1,0,1,0.91666666666666,70.0,1,1
91666704101.0,91666704,916667041,9,9,45,1,Hombre,4.0,2,No tiene discapacidad,1,20.5,0.0,17.0,0.0,3.5,0.0,72.0,0.0,2638,1,0,1,0,1,0,1,0,1,20.5,72.0,1,1
90018302103.0,90018302,900183021,9,9,23,1,Hombre,3.0,2,No tiene discapacidad,1,1.0,0.0,0.0,0.0,1.0,0.0,40.0,0.0,3727,1,0,0,0,1,0,1,0,1,1.0,40.0,1,1
90018303101.0,90018303,900183031,9,9,29,1,Hombre,3.0,2,No tiene discapacidad,1,8.0,8.0,0.0,0.0,0.0,0.0,40.0,0.0,3707,1,1,0,0,0,0,1,0,1,8.0,40.0,1,1
90018303102.0,90018303,900183031,9,9,29,2,Mujer,3.0,2,No tiene discapacidad,1,1.5,0.0,0.0,1.5,0.0,0.0,54.0,0.0,3645,1,0,0,1,0,0,1,0,1,1.5,54.0,1,1
91764602101.0,91764602,917646021,9,9,57,1,Hombre,4.0,2,No tiene discapacidad,1,7.0,0.0,0.0,0.0,7.0,0.0,40.0,0.0,4449,1,0,0,0,1,0,1,0,1,7.0,40.0,1,1
91764603101.0,91764603,917646031,9,9,63,1,Hombre,4.0,2,No tiene discapacidad,1,3.0,0.0,0.0,0.0,3.0,0.0,40.0,0.0,4405,1,0,0,0,1,0,1,0,1,3.0,40.0,1,1
91764603102.0,91764603,917646031,9,9,66,1,Hombre,4.0,2,No tiene discapacidad,3,6.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,4397,1,0,0,0,1,1,0,0,1,6.0,0.0,0,0
91764603103.0,91764603,917646031,9,9,59,2,Mujer,2.0,2,No tiene discapacidad,5,9.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,4325,1,0,0,0,1,1,0,0,1,9.0,0.0,0,0
91764603104.0,91764603,917646031,9,9,53,1,Hombre,4.0,2,No tiene discapacidad,1,6.5,0.0,0.0,0.0,3.75,2.75,45.5,0.0,4437,1,0,0,0,1,1,1,0,1,6.5,45.5,1,1
91764604101.0,91764604,917646041,9,9,38,1,Hombre,4.0,2,No tiene discapacidad,1,32.5,0.0,13.5,12.0,7.0,0.0,40.0,0.0,4431,1,0,1,1,1,0,1,0,1,32.5,40.0,1,1
90756101101.0,90756101,907561011,9,9,57,1,Hombre,2.0,2,No tiene discapacidad,1,1.0,0.0,0.0,0.0,1.0,0.0,50.0,0.0,4331,1,0,0,0,1,0,1,0,1,1.0,50.0,1,1
90756101102.0,90756101,907561011,9,9,57,2,Mujer,2.0,2,No tiene discapacidad,5,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4210,1,0,0,0,1,0,0,0,1,2.0,0.0,0,0
90756101103.0,90756101,907561011,9,9,24,1,Hombre,2.0,2,No tiene discapacidad,1,1.5,0.0,0.0,0.0,1.5,0.0,50.0,0.0,4376,1,0,0,0,1,0,1,0,1,1.5,50.0,1,1
90756103101.0,90756103,907561031,9,9,34,2,Mujer,3.0,2,No tiene discapacidad,5,98.5,0.0,62.5,22.0,14.0,0.0,0.0,0.0,4257,1,0,1,1,1,0,0,0,1,98.5,0.0,0,0
90756103102.0,90756103,907561031,9,9,39,1,Hombre,1.0,1,Sí tiene discapacidad,1,77.5,39.25,37.0,1.25,0.0,0.0,10.0,0.0,4314,1,1,1,1,0,0,1,0,1,77.5,10.0,1,1
91666704102.0,91666704,916667041,9,9,43,2,Mujer,5.0,2,No tiene discapacidad,1,52.08333333333333,0.0,50.08333333333333,0.0,2.0,0.0,25.0,0.0,2584,1,0,1,0,1,0,1,0,1,52.08333333333333,25.0,1,1
91666705102.0,91666705,916667051,9,9,28,2,Mujer,4.0,2,No tiene discapacidad,1,0.5,0.0,0.0,0.0,0.5,0.0,25.0,0.0,2601,1,0,0,0,1,0,1,0,1,0.5,25.0,1,1
91670601101.0,91670601,916706011,9,9,70,1,Hombre,4.0,2,No tiene discapacidad,1,5.75,0.0,0.0,0.0,0.0,5.75,18.0,0.0,3230,1,0,0,0,0,1,1,0,1,5.75,18.0,1,1
91670601102.0,91670601,916706011,9,9,69,2,Mujer,3.0,2,No tiene discapacidad,5,15.25,0.0,0.0,0.0,0.0,15.25,0.0,0.0,3246,1,0,0,0,0,1,0,0,1,15.25,0.0,0,0
91670603101.0,91670603,916706031,9,9,57,1,Hombre,3.0,2,No tiene discapacidad,1,3.5,0.0,0.0,0.0,3.5,0.0,70.0,0.0,3283,1,0,0,0,1,0,1,0,1,3.5,70.0,1,1
90018304102.0,90018304,900183041,9,9,22,2,Mujer,4.0,2,No tiene discapacidad,1,0.25,0.0,0.0,0.0,0.0,0.25,40.0,0.0,3689,1,0,0,0,0,1,1,0,1,0.25,40.0,1,1
90018305101.0,90018305,900183051,9,9,54,2,Mujer,3.0,1,Sí tiene discapacidad,1,28.43333333333333,16.85,8.83333333333333,0.0,2.75,0.0,84.0,0.0,3644,1,1,1,0,1,0,1,0,1,28.43333333333333,84.0,1,1
90018305102.0,90018305,900183051,9,9,50,1,Hombre,2.0,1,Sí tiene discapacidad,1,12.33333333333333,1.91666666666666,2.41666666666666,0.0,8.0,0.0,84.0,0.0,3679,1,1,1,0,1,0,1,0,1,12.33333333333333,84.0,1,1
90923101103.0,90923101,909231011,9,9,26,2,Mujer,2.0,1,Sí tiene discapacidad,1,48.83333333333333,0.0,17.83333333333333,17.0,14.0,0.0,20.0,0.0,4401,1,0,1,1,1,0,1,0,1,48.83333333333333,20.0,1,1
90923102101.0,90923102,909231021,9,9,38,1,Hombre,4.0,2,No tiene discapacidad,1,9.5,0.0,0.0,0.0,9.5,0.0,4.0,0.0,4435,1,0,0,0,1,0,1,0,1,9.5,4.0,1,1
91764604102.0,91764604,917646041,9,9,41,2,Mujer,4.0,2,No tiene discapacidad,1,61.63333333333333,0.0,37.63333333333333,17.0,7.0,0.0,40.0,0.0,4367,1,0,1,1,1,0,1,0,1,61.63333333333333,40.0,1,1
91776703103.0,91776703,917767031,9,9,61,2,Mujer,3.0,2,No tiene discapacidad,5,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3327,1,0,0,0,1,0,0,0,1,2.0,0.0,0,0
90756104101.0,90756104,907561041,9,9,62,1,Hombre,2.0,2,No tiene discapacidad,1,0.16666666666666,0.0,0.0,0.0,0.16666666666666,0.0,13.0,0.0,4288,1,0,0,0,1,0,1,0,1,0.16666666666666,13.0,1,1
90756105101.0,90756105,907561051,9,9,56,2,Mujer,2.0,2,No tiene discapacidad,1,0.83333333333333,0.0,0.0,0.0,0.83333333333333,0.0,56.0,0.0,4210,1,0,0,0,1,0,1,0,1,0.83333333333333,56.0,1,1
90756105102.0,90756105,907561051,9,9,27,2,Mujer,3.0,2,No tiene discapacidad,5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4280,1,0,0,0,1,0,0,0,1,1.0,0.0,0,0
91670603102.0,91670603,916706031,9,9,21,1,Hombre,4.0,2,No tiene discapacidad,1,8.5,0.0,0.0,0.0,8.5,0.0,3.0,0.0,3318,1,0,0,0,1,0,1,0,1,8.5,3.0,1,1
91670605103.0,91670605,916706051,9,9,36,1,Hombre,4.0,2,No tiene discapacidad,1,1.66666666666666,0.0,0.0,0.0,0.0,1.66666666666666,48.0,0.0,3270,1,0,0,0,0,1,1,0,1,1.66666666666666,48.0,1,1
91674203101.0,91674203,916742031,9,9,35,1,Hombre,4.0,2,No tiene discapacidad,1,4.0,0.0,0.0,0.0,4.0,0.0,47.0,0.0,4331,1,0,0,0,1,0,1,0,1,4.0,47.0,1,1
90923103102.0,90923103,909231031,9,9,61,1,Hombre,2.0,1,Sí tiene discapacidad,3,17.5,17.5,0.0,0.0,0.0,0.0,0.0,0.0,4409,1,1,0,0,0,0,0,0,1,17.5,0.0,0,0
90923104101.0,90923104,909231041,9,9,64,1,Hombre,3.0,2,No tiene discapacidad,1,3.5,0.0,0.0,0.0,3.5,0.0,36.0,0.0,4409,1,0,0,0,1,0,1,0,1,3.5,36.0,1,1
90923104102.0,90923104,909231041,9,9,28,2,Mujer,4.0,2,No tiene discapacidad,1,5.0,0.0,0.0,0.0,0.0,5.0,45.0,0.0,4401,1,0,0,0,0,1,1,0,1,5.0,45.0,1,1
92055005104.0,92055005,920550051,9,9,98,1,Hombre,4.0,2,No tiene discapacidad,4,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4439,1,0,0,0,1,0,0,0,1,1.0,0.0,0,0
90892502103.0,90892502,908925021,9,9,64,2,Mujer,3.0,2,No tiene discapacidad,5,13.5,0.0,0.0,0.0,0.0,13.5,0.0,0.0,3681,1,0,0,0,0,1,0,0,1,13.5,0.0,0,0
91674204101.0,91674204,916742041,9,9,42,1,Hombre,4.0,2,No tiene discapacidad,1,11.0,0.0,0.0,8.0,3.0,0.0,40.0,0.0,4411,1,0,0,1,1,0,1,0,1,11.0,40.0,1,1
91674204102.0,91674204,916742041,9,9,44,2,Mujer,4.0,2,No tiene discapacidad,1,8.0,0.0,0.0,8.0,0.0,0.0,40.0,0.0,4269,1,0,0,1,0,0,1,0,1,8.0,40.0,1,1
91674205101.0,91674205,916742051,9,9,65,1,Hombre,4.0,2,No tiene discapacidad,3,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4298,1,0,0,0,0,1,0,0,1,4.0,0.0,0,0
90944101101.0,90944101,909441011,9,9,63,1,Hombre,2.0,2,No tiene discapacidad,1,4.0,0.0,0.0,0.0,0.0,4.0,60.0,0.0,6862,1,0,0,0,0,1,1,0,1,4.0,60.0,1,1
